Manufacturer ,Arxo
Name ,T.A 60.000L Pleno
Volume (L),61215
Diameter,2.549
Level (cm) ,Volume (L) 
1,26
2,72
3,132
4,203
5,284
6,373
7,469
8,573
9,682
10,798
11,920
12,1047
13,1179
14,1316
15,1458
16,1604
17,1754
18,1909
19,2068
20,2230
21,2397
22,2567
23,2740
24,2917
25,3097
26,3281
27,3468
28,3658
29,3850
30,4046
31,4245
32,4446
33,4650
34,4857
35,5066
36,5278
37,5492
38,5709
39,5928
40,6149
41,6373
42,6599
43,6827
44,7057
45,7289
46,7523
47,7759
48,7998
49,8238
50,8480
51,8724
52,8969
53,9217
54,9466
55,9717
56,9969
57,10223
58,10479
59,10736
60,10995
61,11255
62,11517
63,11780
64,12045
65,12311
66,12578
67,12847
68,13117
69,13388
70,13660
71,13934
72,14209
73,14485
74,14762
75,15040
76,15319
77,15600
78,15881
79,16164
80,16447
81,16731
82,17017
83,17303
84,17590
85,17878
86,18167
87,18456
88,18747
89,19038
90,19330
91,19623
92,19916
93,20210
94,20505
95,20801
96,21097
97,21394
98,21691
99,21989
100,22287
101,22586
102,22886
103,23186
104,23486
105,23787
106,24088
107,24390
108,24692
109,24995
110,25297
111,25601
112,25904
113,26208
114,26512
115,26816
116,27121
117,27425
118,27730
119,28035
120,28341
121,28646
122,28952
123,29257
124,29563
125,29869
126,30175
127,30481
128,30787
129,31092
130,31398
131,31704
132,32010
133,32315
134,32621
135,32926
136,33232
137,33537
138,33842
139,34146
140,34451
141,34755
142,35059
143,35363
144,35666
145,35969
146,36272
147,36575
148,36877
149,37178
150,37480
151,37781
152,38081
153,38381
154,38680
155,38979
156,39278
157,39575
158,39873
159,40169
160,40465
161,40761
162,41056
163,41350
164,41643
165,41936
166,42228
167,42519
168,42809
169,43099
170,43387
171,43675
172,43962
173,44249
174,44534
175,44818
176,45101
177,45384
178,45665
179,45945
180,46224
181,46503
182,46780
183,47055
184,47330
185,47604
186,47876
187,48147
188,48417
189,48685
190,48953
191,49218
192,49483
193,49746
194,50007
195,50268
196,50526
197,50783
198,51039
199,51293
200,51545
201,51796
202,52045
203,52292
204,52537
205,52781
206,53023
207,53263
208,53501
209,53737
210,53971
211,54203
212,54433
213,54661
214,54886
215,55110
216,55331
217,55550
218,55766
219,55980
220,56192
221,56401
222,56607
223,56811
224,57012
225,57210
226,57406
227,57598
228,57788
229,57974
230,58157
231,58337
232,58514
233,58687
234,58857
235,59023
236,59185
237,59343
238,59498
239,59648
240,59793
241,59935
242,60071
243,60203
244,60329
245,60450
246,60565
247,60675
248,60777
249,60873
250,60961
251,61041
252,61111
253,61170
254,61215
