Manufacturer ,Arxo
Name ,T.A 5.000L Pleno 
Volume (L),5045
Diameter,1.45
Level (cm) ,Volume (L) 
1,5
2,14
3,25
4,39
5,54
6,71
7,90
8,109
9,130
10,152
11,175
12,199
13,224
14,249
15,276
16,303
17,331
18,360
19,390
20,420
21,451
22,482
23,515
24,547
25,580
26,614
27,648
28,683
29,718
30,754
31,790
32,827
33,864
34,901
35,939
36,977
37,1015
38,1054
39,1093
40,1132
41,1172
42,1212
43,1253
44,1293
45,1334
46,1375
47,1417
48,1458
49,1500
50,1542
51,1584
52,1627
53,1669
54,1712
55,1755
56,1798
57,1841
58,1884
59,1928
60,1971
61,2015
62,2059
63,2103
64,2147
65,2191
66,2235
67,2279
68,2323
69,2367
70,2412
71,2456
72,2500
73,2545
74,2589
75,2633
76,2677
77,2722
78,2766
79,2810
80,2854
81,2898
82,2942
83,2986
84,3030
85,3073
86,3117
87,3160
88,3204
89,3247
90,3290
91,3333
92,3376
93,3418
94,3461
95,3503
96,3545
97,3587
98,3628
99,3670
100,3711
101,3752
102,3792
103,3832
104,3872
105,3912
106,3952
107,3991
108,4030
109,4068
110,4106
111,4144
112,4181
113,4218
114,4255
115,4291
116,4326
117,4362
118,4396
119,4431
120,4464
121,4498
122,4530
123,4562
124,4594
125,4625
126,4655
127,4684
128,4713
129,4741
130,4769
131,4795
132,4821
133,4846
134,4870
135,4893
136,4915
137,4936
138,4955
139,4974
140,4990
141,5006
142,5019
143,5031
144,5040
145,5045
