Manufacturer ,Arxo
Name ,T.A 2.000L Pleno 
Volume (L),2119
Diameter,1.2
Level (cm) ,Volume (L) 
1,3
2,8
3,14
4,22
5,30
6,40
7,50
8,61
9,72
10,84
11,97
12,110
13,124
14,138
15,153
16,168
17,183
18,199
19,216
20,232
21,249
22,266
23,284
24,302
25,320
26,338
27,357
28,376
29,395
30,414
31,434
32,454
33,474
34,494
35,514
36,535
37,555
38,576
39,597
40,618
41,640
42,661
43,683
44,704
45,726
46,748
47,770
48,792
49,814
50,836
51,858
52,880
53,903
54,925
55,947
56,970
57,992
58,1015
59,1037
60,1060
61,1082
62,1105
63,1127
64,1150
65,1172
66,1194
67,1217
68,1239
69,1261
70,1284
71,1306
72,1328
73,1350
74,1372
75,1393
76,1415
77,1437
78,1458
79,1480
80,1501
81,1522
82,1543
83,1564
84,1585
85,1605
86,1626
87,1646
88,1666
89,1686
90,1705
91,1724
92,1744
93,1762
94,1781
95,1800
96,1818
97,1836
98,1853
99,1870
100,1887
101,1904
102,1920
103,1936
104,1951
105,1967
106,1981
107,1995
108,2009
109,2022
110,2035
111,2047
112,2059
113,2070
114,2080
115,2089
116,2098
117,2105
118,2112
119,2117
120,2119
